applicant_id,edad,genero,provincia,region,zona,tipo_beca,nivel_estudio,ingreso_hogar_mensual_dop,miembros_hogar,promedio_academico,score_documental,horas_voluntariado,puntaje_ingles,costo_anual_programa_dop,primera_generacion_universitaria,discapacidad,adjudicada
RD-001728,21,masculino,Azua,Valdesia,urbana,nacional,grado,47259.71,2,97.61,90.76,89.4,23.26,330041.28,0,0,1
RD-001729,20,femenino,Distrito Nacional,Ozama,urbana,nacional,grado,53524.34,5,100.0,70.39,95.8,77.78,202299.41,0,0,1
RD-001730,20,femenino,Santiago,Cibao Norte,urbana,nacional,grado,48573.05,1,91.58,90.36,93.2,51.26,268067.16,1,0,1
RD-001731,20,masculino,San Juan,El Valle,rural,nacional,grado,42624.53,6,90.45,59.0,61.1,35.43,266034.73,0,0,1
RD-001732,26,femenino,Distrito Nacional,Ozama,urbana,internacional,maestria,138807.58,2,88.71,78.29,24.3,86.06,1277737.31,0,0,1
RD-001733,20,masculino,San Pedro de Macoris,Higuamo,urbana,nacional,grado,27945.76,4,81.41,76.48,79.6,50.79,171311.45,0,0,1
RD-001734,22,femenino,Santo Domingo,Ozama,rural,nacional,grado,79634.14,2,83.12,79.05,41.9,58.33,211224.32,1,0,0
RD-001735,31,femenino,Azua,Valdesia,urbana,internacional,maestria,39370.76,3,91.72,78.99,38.3,70.85,1345717.3,1,0,1
RD-001736,40,femenino,San Pedro de Macoris,Higuamo,rural,internacional,maestria,18690.48,6,76.21,77.08,126.7,81.42,1741083.1,0,0,0
RD-001737,24,masculino,Azua,Valdesia,urbana,nacional,grado,38041.21,2,75.51,73.35,42.9,66.15,250995.05,0,0,0
RD-001738,20,masculino,Santo Domingo,Ozama,urbana,nacional,grado,31234.34,4,80.82,76.7,136.8,32.23,231667.07,0,0,1
RD-001739,18,femenino,Puerto Plata,Cibao Norte,rural,nacional,grado,57969.22,1,89.25,94.36,71.6,41.6,269447.66,0,0,1
RD-001740,17,masculino,La Romana,Yuma,urbana,nacional,grado,44365.4,2,77.07,71.06,52.8,64.59,225078.76,1,0,0
RD-001741,24,femenino,Santo Domingo,Ozama,urbana,nacional,grado,24049.88,5,82.2,100.0,0.0,43.73,237843.18,0,0,1
RD-001742,26,femenino,Santo Domingo,Ozama,urbana,nacional,grado,94755.42,4,83.15,70.38,155.4,50.77,384011.32,0,0,1
RD-001743,38,otro,Distrito Nacional,Ozama,urbana,internacional,maestria,76847.15,5,75.91,80.88,59.7,70.99,1583321.67,0,0,0
RD-001744,22,masculino,San Juan,El Valle,urbana,nacional,maestria,100944.94,2,64.48,84.85,0.0,45.88,264884.43,1,0,0
RD-001745,22,masculino,San Pedro de Macoris,Higuamo,rural,nacional,grado,48066.01,2,75.79,74.5,104.4,44.61,178729.16,0,1,0
RD-001746,19,femenino,San Cristobal,Valdesia,rural,nacional,grado,41371.47,3,86.09,94.59,57.7,33.12,359780.02,0,0,0
RD-001747,20,masculino,San Pedro de Macoris,Higuamo,urbana,nacional,grado,62128.39,1,87.89,84.54,18.1,58.89,153417.33,0,0,1
RD-001748,26,masculino,Puerto Plata,Cibao Norte,urbana,nacional,grado,30711.39,7,87.95,75.54,101.9,67.93,233170.88,0,0,1
RD-001749,22,otro,La Vega,Cibao Sur,urbana,internacional,maestria,45321.32,2,88.88,94.46,0.0,88.59,1160912.37,0,0,1
RD-001750,24,masculino,La Vega,Cibao Sur,rural,nacional,grado,38306.59,6,78.99,65.81,27.9,66.24,157731.42,1,0,0
RD-001751,25,femenino,San Cristobal,Valdesia,urbana,nacional,maestria,18890.82,2,77.28,71.21,46.5,44.63,322448.83,1,0,0
RD-001752,22,masculino,Santo Domingo,Ozama,rural,nacional,grado,45256.45,5,87.0,84.75,98.3,43.75,80000.0,1,0,1
RD-001753,34,masculino,Azua,Valdesia,rural,nacional,maestria,33105.95,2,82.31,87.62,160.8,58.16,136266.32,0,0,1
RD-001754,23,femenino,La Altagracia,Yuma,urbana,nacional,grado,36923.24,2,91.26,81.87,49.0,58.41,231052.16,0,0,1
RD-001755,33,femenino,Santiago,Cibao Norte,urbana,internacional,maestria,51538.36,3,87.05,76.47,80.7,95.54,1668680.28,1,1,1
RD-001756,29,masculino,Duarte,Cibao Nordeste,urbana,nacional,maestria,84956.38,1,94.27,74.98,183.7,62.15,253819.53,0,0,1
RD-001757,26,masculino,Santo Domingo,Ozama,urbana,nacional,grado,26454.36,1,80.28,91.58,60.2,32.7,255843.06,1,0,0
RD-001758,25,masculino,Barahona,Enriquillo,urbana,internacional,maestria,35062.69,6,92.54,80.88,81.1,84.81,1136034.71,0,0,1
RD-001759,20,masculino,Peravia,Valdesia,urbana,nacional,grado,27700.47,3,100.0,67.53,4.3,66.47,136796.55,0,0,1
RD-001760,25,masculino,Peravia,Valdesia,urbana,internacional,doctorado,26726.23,4,84.43,66.84,148.2,75.77,1373861.46,0,0,1
RD-001761,26,otro,Santiago,Cibao Norte,rural,nacional,grado,30424.0,5,87.99,96.16,27.9,64.54,404715.92,1,0,1
RD-001762,39,femenino,Santo Domingo,Ozama,urbana,nacional,maestria,37871.43,5,76.56,69.37,72.1,67.31,297442.54,1,0,0
RD-001763,36,femenino,Santo Domingo,Ozama,urbana,internacional,maestria,58234.28,5,91.15,81.27,70.8,54.71,800978.29,0,0,1
RD-001764,19,femenino,Distrito Nacional,Ozama,urbana,nacional,grado,50324.39,7,93.03,94.21,63.8,26.42,245449.03,0,1,1
RD-001765,24,masculino,Distrito Nacional,Ozama,urbana,nacional,grado,23593.55,5,80.04,84.51,40.5,48.12,339952.92,1,0,0
RD-001766,23,masculino,Distrito Nacional,Ozama,urbana,nacional,grado,85972.97,3,88.69,68.91,70.9,61.54,227719.76,1,0,1
RD-001767,26,masculino,Monte Cristi,Cibao Noroeste,urbana,nacional,grado,70928.44,2,86.24,65.81,139.1,63.99,253764.19,0,0,0
RD-001768,22,masculino,Distrito Nacional,Ozama,urbana,nacional,grado,25702.61,6,87.13,100.0,162.6,44.11,433356.96,1,0,1
RD-001769,43,masculino,Santo Domingo,Ozama,urbana,nacional,maestria,82723.66,3,90.5,65.51,52.1,37.48,121862.51,1,0,0
RD-001770,18,masculino,La Altagracia,Yuma,urbana,nacional,grado,50504.42,4,88.15,71.36,39.8,38.97,289135.12,0,0,1
RD-001771,23,femenino,Duarte,Cibao Nordeste,urbana,nacional,grado,38713.73,6,82.89,82.47,23.6,43.84,123908.37,0,0,0
RD-001772,20,masculino,La Romana,Yuma,rural,nacional,grado,51376.9,2,90.67,75.37,180.9,23.54,388505.66,0,0,1
RD-001773,19,masculino,San Cristobal,Valdesia,urbana,nacional,grado,41598.78,2,92.89,84.89,65.8,44.09,267845.08,1,0,1
RD-001774,34,femenino,Azua,Valdesia,rural,nacional,maestria,56942.27,1,79.57,60.39,110.2,52.72,174751.4,0,0,1
RD-001775,20,femenino,San Cristobal,Valdesia,urbana,nacional,grado,46771.23,1,83.99,75.48,91.3,50.53,97445.59,1,0,1
RD-001776,19,femenino,Puerto Plata,Cibao Norte,rural,nacional,grado,35045.96,5,69.85,86.13,159.4,47.05,206731.56,1,1,1
RD-001777,26,masculino,San Pedro de Macoris,Higuamo,urbana,nacional,grado,13846.6,4,88.67,86.17,48.9,41.66,257634.63,1,0,1
RD-001778,32,masculino,La Vega,Cibao Sur,rural,nacional,maestria,56384.55,3,93.78,71.13,10.2,43.41,350050.96,0,0,0
RD-001779,21,femenino,Santiago,Cibao Norte,urbana,nacional,grado,34354.54,2,81.94,65.74,143.7,43.67,136106.92,0,0,1
RD-001780,19,masculino,La Vega,Cibao Sur,urbana,nacional,grado,64722.92,5,85.07,80.56,100.6,62.58,161661.01,1,0,1
RD-001781,18,femenino,Santo Domingo,Ozama,rural,nacional,grado,54990.81,1,82.24,62.25,80.5,51.99,192781.35,0,0,0
RD-001782,23,femenino,La Romana,Yuma,urbana,internacional,maestria,34849.17,5,80.93,93.41,129.1,74.63,1184333.67,1,0,1
RD-001783,27,masculino,Santo Domingo,Ozama,urbana,internacional,maestria,74060.94,7,85.86,79.89,83.1,82.87,2424507.57,0,0,0
RD-001784,23,femenino,Santo Domingo,Ozama,urbana,nacional,grado,47224.25,4,77.73,69.64,130.6,58.57,150208.66,0,0,1
RD-001785,26,femenino,Santo Domingo,Ozama,rural,internacional,doctorado,46166.22,4,82.12,65.35,71.1,87.63,839715.19,0,0,1
RD-001786,35,masculino,La Altagracia,Yuma,urbana,internacional,doctorado,39106.31,4,76.76,70.4,100.6,68.98,778279.64,0,0,1
RD-001787,23,femenino,Santiago,Cibao Norte,rural,nacional,grado,106505.9,1,88.71,59.26,83.7,75.44,241026.68,0,0,0
RD-001788,26,femenino,San Cristobal,Valdesia,urbana,internacional,maestria,28501.25,5,85.91,83.94,45.4,75.39,1648641.04,1,0,1
RD-001789,24,femenino,Azua,Valdesia,rural,nacional,grado,35331.46,3,80.55,68.37,50.8,25.68,108956.47,0,0,1
RD-001790,24,masculino,Distrito Nacional,Ozama,rural,nacional,grado,21364.07,4,84.3,82.8,42.3,36.66,296394.5,0,0,1
RD-001791,17,masculino,La Romana,Yuma,urbana,nacional,grado,62925.21,1,82.23,84.45,71.9,49.96,259898.09,1,0,1
RD-001792,23,masculino,Santiago,Cibao Norte,urbana,nacional,grado,30632.54,7,93.15,89.59,39.5,44.24,259996.16,1,0,1
RD-001793,26,masculino,Santo Domingo,Ozama,urbana,nacional,grado,32580.86,3,80.47,81.02,79.6,29.38,227336.02,1,0,1
RD-001794,24,femenino,San Cristobal,Valdesia,urbana,internacional,doctorado,31751.17,1,89.08,91.5,78.1,79.05,1367492.65,0,0,1
RD-001795,22,femenino,Peravia,Valdesia,urbana,nacional,grado,43673.51,6,78.36,94.63,69.2,23.83,245111.77,0,0,1
RD-001796,23,femenino,Santo Domingo,Ozama,urbana,nacional,grado,21206.91,7,90.51,81.1,70.0,53.9,249091.84,0,0,1
RD-001797,22,masculino,Duarte,Cibao Nordeste,urbana,nacional,grado,12285.99,4,92.3,81.82,34.5,62.95,127882.93,1,0,1
RD-001798,31,masculino,Santo Domingo,Ozama,urbana,nacional,maestria,54270.56,1,92.68,71.31,47.3,65.09,389653.45,1,0,1
RD-001799,32,masculino,Duarte,Cibao Nordeste,urbana,internacional,doctorado,13194.34,7,95.77,66.15,0.0,77.97,943886.78,0,0,0
RD-001800,35,masculino,Monsenor Nouel,Cibao Sur,rural,internacional,doctorado,67492.77,2,86.34,93.38,54.6,63.33,1248274.34,0,0,1
RD-001801,25,femenino,Monsenor Nouel,Cibao Sur,urbana,nacional,grado,99428.12,2,93.9,85.27,15.6,56.97,350694.32,1,0,1
RD-001802,18,masculino,San Cristobal,Valdesia,urbana,nacional,grado,38548.67,5,96.99,86.24,64.5,64.69,207531.1,0,0,1
RD-001803,19,femenino,Santo Domingo,Ozama,rural,nacional,grado,86225.49,3,75.02,70.91,27.8,40.96,262512.63,0,0,0
RD-001804,23,masculino,San Cristobal,Valdesia,urbana,nacional,grado,41633.44,1,79.17,97.49,0.0,74.82,80000.0,0,0,1
RD-001805,28,femenino,San Cristobal,Valdesia,urbana,internacional,maestria,101679.67,5,72.03,75.26,161.4,68.45,1061962.99,1,0,1
RD-001806,40,femenino,San Cristobal,Valdesia,rural,internacional,maestria,32829.41,2,92.49,68.38,49.6,99.69,1863739.94,0,0,1
RD-001807,19,masculino,Distrito Nacional,Ozama,urbana,nacional,grado,12000.0,7,71.93,71.12,125.1,72.37,257999.38,0,0,1
RD-001808,17,femenino,La Vega,Cibao Sur,rural,nacional,grado,40378.33,2,69.76,96.85,36.3,55.86,345081.99,1,0,1
RD-001809,22,masculino,Santiago,Cibao Norte,rural,nacional,maestria,107945.28,7,75.22,64.67,136.4,58.09,316109.97,1,0,0
RD-001810,22,masculino,Distrito Nacional,Ozama,urbana,nacional,grado,56626.51,6,70.09,68.99,8.2,49.3,88755.43,0,0,0
RD-001811,20,masculino,Santo Domingo,Ozama,rural,nacional,grado,31779.36,2,86.18,100.0,67.9,39.71,360485.28,0,0,0
RD-001812,19,femenino,La Vega,Cibao Sur,urbana,nacional,grado,50558.97,5,75.32,89.29,10.8,60.93,126896.3,1,0,1
RD-001813,26,masculino,San Pedro de Macoris,Higuamo,rural,nacional,grado,71978.21,7,70.48,69.2,177.0,60.16,321964.13,0,0,0
RD-001814,33,masculino,Santo Domingo,Ozama,urbana,internacional,maestria,40251.84,1,83.67,65.02,48.8,69.31,1188601.67,0,0,1
RD-001815,23,femenino,La Altagracia,Yuma,rural,nacional,grado,178887.88,6,84.14,57.93,97.3,50.76,498000.8,1,0,0
RD-001816,24,masculino,Duarte,Cibao Nordeste,urbana,nacional,grado,31742.77,4,69.04,79.17,80.3,65.02,183916.84,0,0,1
RD-001817,21,masculino,La Romana,Yuma,urbana,nacional,grado,73231.5,7,78.29,86.74,58.9,73.99,232967.1,0,0,1
RD-001818,24,femenino,La Vega,Cibao Sur,rural,nacional,grado,64155.52,2,83.4,96.23,83.3,62.88,255038.79,0,0,1
RD-001819,32,femenino,Puerto Plata,Cibao Norte,rural,nacional,maestria,28712.7,6,81.15,55.27,121.2,29.24,216961.08,1,0,1
RD-001820,24,masculino,Monsenor Nouel,Cibao Sur,urbana,nacional,grado,33408.24,7,81.36,62.1,90.1,36.18,145269.03,0,0,1
RD-001821,19,femenino,San Juan,El Valle,urbana,nacional,grado,73862.04,3,93.43,76.57,67.3,46.81,449389.71,1,0,1
RD-001822,24,masculino,Puerto Plata,Cibao Norte,rural,nacional,grado,45689.94,1,100.0,100.0,83.4,72.98,181986.88,1,0,1
RD-001823,19,femenino,Puerto Plata,Cibao Norte,urbana,nacional,grado,50814.62,3,81.49,88.63,146.2,42.89,178583.1,0,0,1
RD-001824,17,masculino,Monsenor Nouel,Cibao Sur,urbana,nacional,grado,17157.97,5,73.42,82.47,41.2,67.88,229607.07,0,0,1
RD-001825,44,femenino,San Pedro de Macoris,Higuamo,urbana,nacional,maestria,60524.24,5,82.12,63.3,0.0,42.65,258358.65,0,0,0
RD-001826,22,femenino,Distrito Nacional,Ozama,rural,nacional,grado,49415.2,4,85.55,52.56,10.7,59.99,174938.17,1,0,0
RD-001827,21,masculino,Puerto Plata,Cibao Norte,rural,nacional,grado,40735.27,7,83.57,78.47,14.0,37.9,330581.47,1,0,0
RD-001828,19,masculino,Puerto Plata,Cibao Norte,urbana,nacional,grado,51456.42,5,88.89,76.81,20.3,49.09,254509.07,1,0,0
RD-001829,22,masculino,Peravia,Valdesia,rural,internacional,maestria,33689.12,5,100.0,74.79,21.9,100.0,691237.01,0,0,1
RD-001830,32,femenino,Puerto Plata,Cibao Norte,urbana,internacional,maestria,30468.65,7,70.3,73.43,58.9,84.71,1580958.64,0,0,0
RD-001831,38,otro,La Vega,Cibao Sur,urbana,nacional,maestria,36936.78,7,79.94,69.02,71.1,41.58,159383.08,1,0,0
RD-001832,24,masculino,San Juan,El Valle,urbana,nacional,grado,32685.55,3,96.33,66.27,70.7,28.79,184421.7,0,0,1
RD-001833,19,femenino,La Vega,Cibao Sur,urbana,nacional,grado,139985.1,3,79.82,94.67,27.1,27.61,237905.41,1,0,1
RD-001834,37,femenino,Santo Domingo,Ozama,urbana,internacional,maestria,69670.27,6,90.32,67.36,104.7,61.87,1680894.86,0,0,0
RD-001835,17,femenino,Santo Domingo,Ozama,urbana,nacional,grado,24768.85,4,89.05,74.69,84.1,45.13,216831.37,0,0,1
RD-001836,36,femenino,Distrito Nacional,Ozama,urbana,internacional,maestria,129309.34,4,93.9,77.53,131.2,79.68,1406708.72,1,0,0
RD-001837,25,masculino,Distrito Nacional,Ozama,urbana,nacional,grado,33253.95,5,99.31,86.48,98.1,48.47,80000.0,1,0,1
RD-001838,21,masculino,La Vega,Cibao Sur,rural,nacional,grado,42881.7,5,86.66,67.78,44.3,69.49,174115.92,0,0,1
RD-001839,23,femenino,La Romana,Yuma,urbana,nacional,grado,69118.62,7,70.03,89.74,118.7,46.22,83198.19,0,1,0
RD-001840,26,femenino,San Pedro de Macoris,Higuamo,urbana,nacional,grado,14278.44,3,78.4,71.04,72.3,67.4,106860.61,1,0,1
RD-001841,36,femenino,Distrito Nacional,Ozama,urbana,internacional,doctorado,37035.63,6,100.0,76.06,95.9,86.19,1364485.17,0,0,1
RD-001842,18,masculino,Duarte,Cibao Nordeste,rural,nacional,grado,30781.42,2,72.69,97.72,92.4,29.45,555291.28,0,0,0
RD-001843,26,masculino,Santo Domingo,Ozama,urbana,nacional,grado,47230.45,7,87.97,66.37,54.4,39.65,258452.18,1,0,1
RD-001844,22,masculino,San Juan,El Valle,rural,nacional,grado,51716.25,1,63.88,86.65,64.6,35.07,271611.72,0,0,0
RD-001845,23,masculino,Santo Domingo,Ozama,urbana,nacional,grado,40437.28,6,73.19,90.06,54.1,33.39,167752.02,1,1,0
RD-001846,20,masculino,San Cristobal,Valdesia,urbana,nacional,grado,39418.64,1,91.1,81.72,21.6,58.2,140402.0,0,0,1
RD-001847,25,femenino,Santiago,Cibao Norte,urbana,nacional,grado,75797.63,7,84.29,76.59,0.0,48.04,435333.52,1,0,0
RD-001848,23,femenino,San Cristobal,Valdesia,urbana,nacional,grado,49802.34,7,80.99,100.0,28.8,54.13,163489.82,0,0,0
RD-001849,19,masculino,La Vega,Cibao Sur,urbana,nacional,grado,43164.94,6,77.49,77.83,69.0,59.91,80000.0,0,0,0
RD-001850,43,masculino,La Romana,Yuma,rural,internacional,maestria,45767.47,6,68.03,80.45,108.9,66.36,1408248.39,0,0,1
RD-001851,17,masculino,Santo Domingo,Ozama,urbana,nacional,grado,115813.79,4,89.55,73.96,95.8,60.55,199172.35,0,0,1
RD-001852,35,masculino,Peravia,Valdesia,urbana,internacional,maestria,46396.1,2,81.73,79.81,47.4,84.32,1990780.08,0,0,0
RD-001853,34,masculino,Puerto Plata,Cibao Norte,urbana,internacional,maestria,31794.65,7,71.83,89.57,29.4,86.65,1029822.69,0,0,1
RD-001854,24,femenino,La Romana,Yuma,urbana,nacional,grado,14765.53,4,84.24,74.7,51.9,23.62,275054.65,0,0,1
RD-001855,24,masculino,Azua,Valdesia,urbana,nacional,grado,19174.46,6,88.65,52.7,16.1,61.82,261557.05,1,0,1
RD-001856,37,masculino,Monte Cristi,Cibao Noroeste,urbana,internacional,maestria,32634.84,5,82.39,84.16,0.0,78.35,1051907.93,0,0,0
RD-001857,26,femenino,Santo Domingo,Ozama,rural,nacional,grado,39751.1,5,84.93,65.06,0.0,34.0,496946.83,0,0,0
RD-001858,25,masculino,Santo Domingo,Ozama,urbana,nacional,grado,31082.75,3,84.31,86.9,121.9,35.09,456457.91,0,0,1
RD-001859,21,femenino,Santo Domingo,Ozama,rural,nacional,grado,51181.28,3,78.35,77.98,143.6,50.07,209983.66,1,0,1
RD-001860,19,masculino,Santo Domingo,Ozama,urbana,nacional,grado,30863.22,4,84.43,89.32,93.9,49.61,330231.18,0,0,1
RD-001861,21,femenino,Duarte,Cibao Nordeste,rural,nacional,grado,25515.23,5,89.88,66.62,57.4,64.18,409678.23,0,0,1
RD-001862,35,femenino,Monte Cristi,Cibao Noroeste,rural,internacional,doctorado,59098.1,6,92.28,71.58,0.0,67.7,1772508.09,1,0,0
RD-001863,23,masculino,Monte Cristi,Cibao Noroeste,urbana,nacional,grado,89605.05,2,90.33,73.92,52.7,66.49,233698.59,0,0,1
RD-001864,36,masculino,Puerto Plata,Cibao Norte,urbana,internacional,maestria,22949.65,2,78.6,60.21,87.5,88.92,1821369.44,1,0,0
RD-001865,18,femenino,San Cristobal,Valdesia,rural,nacional,grado,48244.82,1,89.09,91.34,97.3,37.82,249369.22,0,0,1
RD-001866,23,femenino,Azua,Valdesia,urbana,nacional,grado,14798.0,4,87.72,58.49,91.0,41.99,131716.89,0,0,1
RD-001867,24,masculino,San Juan,El Valle,urbana,nacional,grado,18751.03,5,78.32,91.17,114.4,74.66,325056.75,0,0,1
RD-001868,19,otro,Santo Domingo,Ozama,urbana,nacional,grado,30521.26,2,80.29,83.09,147.4,70.41,372137.75,0,0,1
RD-001869,23,masculino,Puerto Plata,Cibao Norte,rural,nacional,grado,78763.17,5,89.44,75.61,41.8,64.36,202290.13,0,0,1
RD-001870,22,femenino,La Altagracia,Yuma,urbana,nacional,grado,27493.69,1,95.02,82.14,186.2,66.33,197198.95,0,0,1
RD-001871,22,masculino,Santiago,Cibao Norte,urbana,nacional,grado,26934.0,7,69.51,81.81,0.0,58.98,139667.59,0,0,0
RD-001872,17,masculino,La Vega,Cibao Sur,urbana,nacional,grado,43038.4,5,97.12,73.19,25.0,57.03,284359.32,1,0,1
RD-001873,20,femenino,Barahona,Enriquillo,urbana,nacional,grado,43061.99,5,93.31,81.58,69.0,52.75,238966.93,1,0,1
RD-001874,20,femenino,Barahona,Enriquillo,urbana,nacional,grado,27396.7,5,85.59,86.77,84.7,77.48,102877.84,0,0,0
RD-001875,25,femenino,Peravia,Valdesia,urbana,nacional,grado,125796.63,3,82.07,66.66,51.8,45.03,516916.9,0,0,0
RD-001876,25,femenino,La Romana,Yuma,rural,nacional,grado,36462.88,7,87.12,82.15,37.7,55.6,80000.0,1,0,1
RD-001877,25,masculino,Santo Domingo,Ozama,rural,nacional,grado,44912.51,6,78.88,46.48,159.1,26.38,103219.9,0,1,0
RD-001878,21,femenino,Santiago,Cibao Norte,rural,nacional,grado,33827.23,2,82.58,54.84,35.5,30.54,329254.52,0,0,0
RD-001879,27,masculino,Duarte,Cibao Nordeste,rural,nacional,maestria,53743.84,7,72.2,84.77,14.1,79.23,302424.46,1,0,0
RD-001880,32,masculino,Duarte,Cibao Nordeste,urbana,nacional,maestria,83218.64,6,70.07,72.99,136.1,61.25,172141.19,0,0,1
RD-001881,24,masculino,Puerto Plata,Cibao Norte,urbana,nacional,grado,105347.01,3,100.0,67.76,98.2,48.81,166021.24,0,0,1
RD-001882,23,masculino,San Cristobal,Valdesia,urbana,nacional,grado,27743.42,7,84.5,77.36,109.3,53.17,283499.17,1,0,0
RD-001883,23,masculino,Santiago,Cibao Norte,urbana,nacional,grado,77299.08,2,85.63,73.25,68.8,31.63,275921.71,0,0,1
RD-001884,21,femenino,San Pedro de Macoris,Higuamo,rural,nacional,grado,57086.59,5,83.75,66.14,0.0,45.58,173129.19,1,0,0
RD-001885,33,femenino,Santiago,Cibao Norte,urbana,internacional,doctorado,72113.4,5,77.38,58.33,63.8,98.55,1372411.64,1,0,0
RD-001886,41,masculino,Santiago,Cibao Norte,urbana,internacional,maestria,40113.43,7,81.54,54.38,0.0,82.19,1762892.21,0,0,0
RD-001887,23,femenino,Santo Domingo,Ozama,urbana,nacional,grado,38067.93,4,84.73,86.87,70.9,62.2,366965.75,1,0,0
RD-001888,21,femenino,Santo Domingo,Ozama,urbana,nacional,grado,70589.95,7,82.43,72.93,89.4,58.8,235266.78,0,0,1
RD-001889,25,femenino,Azua,Valdesia,rural,nacional,grado,71330.61,2,77.98,89.63,108.4,75.84,316968.18,1,0,0
RD-001890,24,femenino,La Vega,Cibao Sur,urbana,internacional,maestria,99822.24,6,87.84,72.81,55.8,63.19,1512209.28,0,0,0
RD-001891,24,femenino,Santo Domingo,Ozama,urbana,nacional,grado,47061.06,2,85.51,82.26,93.7,14.82,291402.66,0,0,0
RD-001892,26,masculino,La Romana,Yuma,rural,nacional,maestria,39783.08,7,87.14,76.5,19.3,81.26,273993.02,1,0,1
RD-001893,19,masculino,Duarte,Cibao Nordeste,urbana,nacional,grado,12000.0,6,89.64,78.53,103.5,39.39,320569.21,1,0,1
RD-001894,21,masculino,Distrito Nacional,Ozama,urbana,nacional,grado,17392.71,5,82.64,79.12,90.4,54.43,289352.22,1,0,1
RD-001895,19,femenino,Santiago,Cibao Norte,rural,nacional,grado,33967.57,1,82.65,72.65,24.0,53.53,80000.0,1,0,0
RD-001896,20,masculino,Santo Domingo,Ozama,urbana,nacional,grado,23026.88,4,95.86,63.24,83.9,55.61,180479.54,1,0,1
RD-001897,24,femenino,San Cristobal,Valdesia,urbana,nacional,grado,66023.88,2,76.45,87.19,109.0,52.72,247901.43,0,0,1
RD-001898,23,masculino,Santo Domingo,Ozama,urbana,nacional,grado,20526.84,7,69.01,97.12,63.5,52.99,284305.32,1,0,1
RD-001899,31,femenino,Distrito Nacional,Ozama,urbana,internacional,maestria,32025.34,3,88.44,97.91,23.0,71.55,1508030.67,0,0,1
RD-001900,39,femenino,Distrito Nacional,Ozama,urbana,internacional,maestria,32724.7,6,78.97,71.36,68.0,64.4,1353942.12,0,0,0
RD-001901,18,masculino,Duarte,Cibao Nordeste,rural,nacional,grado,81847.14,7,75.38,69.2,84.9,61.77,173054.29,0,0,0
RD-001902,18,femenino,Distrito Nacional,Ozama,urbana,nacional,grado,30196.12,1,91.08,71.35,22.6,52.78,327221.12,1,0,1
RD-001903,29,femenino,Azua,Valdesia,rural,nacional,maestria,54112.83,6,82.84,75.89,14.7,79.63,163140.8,0,0,0
RD-001904,40,femenino,Santo Domingo,Ozama,urbana,internacional,maestria,46987.57,3,73.89,77.37,83.5,80.57,1755675.52,0,0,0
RD-001905,22,otro,Monsenor Nouel,Cibao Sur,rural,nacional,maestria,69342.18,1,99.48,66.02,97.0,65.03,366347.23,0,0,1
RD-001906,18,masculino,La Vega,Cibao Sur,rural,nacional,grado,67347.31,2,71.11,60.24,156.7,43.67,239040.36,0,0,0
RD-001907,41,masculino,La Vega,Cibao Sur,urbana,internacional,maestria,41423.68,4,83.31,78.6,90.0,89.34,1861736.28,0,0,1
RD-001908,24,femenino,Distrito Nacional,Ozama,urbana,nacional,grado,16598.01,6,68.89,35.64,5.6,58.37,173875.52,0,0,0
RD-001909,19,femenino,La Altagracia,Yuma,rural,nacional,grado,37143.44,5,86.17,76.79,151.8,16.95,136070.45,1,0,1
RD-001910,24,masculino,Peravia,Valdesia,urbana,nacional,grado,41732.04,2,78.87,66.66,107.5,30.53,152350.88,1,0,1
RD-001911,31,femenino,Distrito Nacional,Ozama,rural,nacional,maestria,49380.21,3,90.55,87.36,0.0,75.8,222856.72,0,0,1
RD-001912,18,femenino,Santo Domingo,Ozama,urbana,nacional,grado,28123.05,3,83.86,90.57,13.6,48.22,186854.82,0,0,1
RD-001913,22,masculino,Peravia,Valdesia,rural,nacional,grado,79023.11,6,94.8,90.85,37.9,82.02,87058.84,1,0,1
RD-001914,35,femenino,Duarte,Cibao Nordeste,urbana,internacional,maestria,42509.83,4,80.56,73.84,97.7,99.88,1060554.39,0,0,1
RD-001915,30,masculino,Santo Domingo,Ozama,urbana,nacional,maestria,25431.06,1,71.16,64.38,0.0,48.7,248824.55,0,0,0
RD-001916,39,masculino,Santo Domingo,Ozama,urbana,internacional,doctorado,32793.14,1,85.9,68.22,54.6,75.55,1829610.55,0,0,0
